my_title,Run,treat,treatDescription,bleachGeneral,bleachSpecific,measurement,quote,title,notes,ref
S_rachel_immune_PRJNA319662,SRR3622622,control,NC302,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622626,control,NC303,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622629,control,NC41,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622632,control,NC42,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622636,control,NC43,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622639,control,NC51,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622642,control,NC52,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622645,control,AC302,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622646,control,NC53,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622649,control,NC71,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622652,control,NC72,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622655,control,NC73,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622659,control,NC91,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622662,control,NC92,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622666,control,NC93,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622669,challenge,ND261,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622672,challenge,ND262,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622676,challenge,ND271,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622678,control,AC303,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622680,challenge,ND273,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622682,challenge,ND301,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622685,challenge,ND302,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622688,challenge,ND303,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622692,challenge,ND41,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622695,challenge,ND42,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622698,challenge,ND51,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622702,challenge,ND52,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622705,challenge,ND53,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622708,challenge,ND71,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622711,control,AC222,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622712,control,AC41,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622713,challenge,ND73,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622717,challenge,ND91,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622719,challenge,ND93,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622722,challenge,NO221,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622726,challenge,NO222,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622729,challenge,NO261,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622732,challenge,NO262,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622736,challenge,NO263,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622739,challenge,NO271,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622742,challenge,NO273,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622745,control,AC42,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622746,challenge,NO301,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622749,challenge,NO302,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622752,challenge,NO303,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622755,challenge,NO41,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622771,challenge,NO42,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622774,challenge,NO43,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622777,challenge,NO52,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622781,challenge,NO53,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622784,challenge,NO71,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622787,challenge,NO72,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622790,control,AC51,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622791,challenge,NO73,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622794,challenge,NO91,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622797,challenge,NO92,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622800,challenge,NO93,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622841,control,AC53,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622851,control,AC71,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622854,control,AC72,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622857,control,AC73,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622861,control,AC91,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622864,control,AC92,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622867,control,AC93,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622870,control,AC223,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622872,challenge,AD221,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622874,challenge,AD222,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622877,challenge,AD223,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622880,challenge,AD261,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622884,challenge,AD262,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622887,challenge,AD271,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622890,challenge,AD301,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622894,challenge,AD302,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622897,challenge,AD303,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622900,challenge,AD51,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622904,challenge,AD71,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622907,challenge,AD72,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
S_rachel_immune_PRJNA319662,SRR3622910,challenge,AD73,none,none,none,personal communication from Rachel,Intraspecific differences in molecular stress responses and coral pathobiome contribute to mortality under bacterial challenge in Acropora millepora,there was tissue loss though,(Wright et al. 2017)
W_gajigan_thermalMicroRNA_PRJNA298496,SRR5236068,heat,34C,not stated,none,none,none,A microRNA regulates the response of corals to thermal stress,none,(Gajigan and Cecilia 2017)
W_gajigan_thermalMicroRNA_PRJNA298496,SRR5236067,heat,34C,not stated,none,none,none,A microRNA regulates the response of corals to thermal stress,none,(Gajigan and Cecilia 2017)
W_gajigan_thermalMicroRNA_PRJNA298496,SRR5236069,control,29C,not stated,none,none,none,A microRNA regulates the response of corals to thermal stress,none,(Gajigan and Cecilia 2017)
W_gajigan_thermalMicroRNA_PRJNA298496,SRR5236070,control,29C,not stated,none,none,none,A microRNA regulates the response of corals to thermal stress,none,(Gajigan and Cecilia 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374529,low_salinity,1h_25psu_22gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374530,low_salinity,1h_25psu_23gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374531,low_salinity,1h_25psu_26gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374532,low_salinity,1h_25psu_33gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374533,low_salinity,1h_25psu_34gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374534,control,1h_35psu_22gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374535,control,1h_35psu_23gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374536,control,1h_35psu_26gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374537,control,1h_35psu_33gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374538,control,1h_35psu_34gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374539,low_salinity,24h_25psu_23gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374540,low_salinity,24h_25psu_33gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374541,low_salinity,24h_25psu_34gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374542,control,24h_35psu_22gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374543,control,24h_35psu_23gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374544,control,24h_35psu_26gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374545,control,24h_35psu_33gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374546,control,24h_35psu_34gen_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374547,control,24h_35psu_180_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374548,control,24h_35psu_181_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
